signal_date,signal_category,signal_event,signal_ticker,horizon_d,target_date,status,ret_pct_HYG,diff_VIX,ret_pct_SPY,ret_pct_QQQ,ret_pct_IWM,ret_pct_RSP,diff_VIX9D,diff_TNX
2009-02-23,F1,RSI extreme (control),HYG,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F1,RSI extreme (control),IWM,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F1,RSI extreme (control),IWM,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F1,RSI extreme (control),IWM,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F1,RSI extreme (control),IWM,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F1,RSI extreme (control),IWM,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F1,RSI extreme (control),SPY,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F1,RSI extreme (control),SPY,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F1,RSI extreme (control),SPY,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F1,RSI extreme (control),SPY,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F1,RSI extreme (control),SPY,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F2,Bollinger Band breach (control),HYG,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F2,Bollinger Band breach (control),HYG,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F2,Bollinger Band breach (control),HYG,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F2,Bollinger Band breach (control),HYG,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F2,Bollinger Band breach (control),HYG,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F2,Bollinger Band breach (control),IWM,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F2,Bollinger Band breach (control),IWM,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F2,Bollinger Band breach (control),IWM,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F2,Bollinger Band breach (control),IWM,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F2,Bollinger Band breach (control),IWM,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F2,Bollinger Band breach (control),QQQ,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F2,Bollinger Band breach (control),QQQ,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F2,Bollinger Band breach (control),QQQ,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F2,Bollinger Band breach (control),QQQ,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F2,Bollinger Band breach (control),QQQ,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F2,Bollinger Band breach (control),RSP,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F2,Bollinger Band breach (control),RSP,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F2,Bollinger Band breach (control),RSP,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F2,Bollinger Band breach (control),RSP,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F2,Bollinger Band breach (control),RSP,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F2,Bollinger Band breach (control),SPY,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F2,Bollinger Band breach (control),SPY,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F2,Bollinger Band breach (control),SPY,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F2,Bollinger Band breach (control),SPY,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F2,Bollinger Band breach (control),SPY,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,F2,Bollinger Band breach (control),VIX,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,F2,Bollinger Band breach (control),VIX,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,F2,Bollinger Band breach (control),VIX,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,F2,Bollinger Band breach (control),VIX,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,F2,Bollinger Band breach (control),VIX,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-23,G1,VIX level above 30 (control),VIX,1,2009-02-24,ready,1.4198906537109313,-7.129997253417969,3.7909839931743683,3.3022728069461715,3.6906298258617465,4.529471690774112,,0.02200007438659668
2009-02-23,G1,VIX level above 30 (control),VIX,5,2009-03-02,ready,-4.586980066404289,0.030002593994140625,-5.425347483049481,-4.379009169049619,-6.622873547978269,-5.936686520895817,,0.1419999599456787
2009-02-23,G1,VIX level above 30 (control),VIX,10,2009-03-09,ready,-9.727360364876125,-2.9399986267089844,-8.760905248285034,-7.609456194125041,-13.068756871704634,-9.454718029905917,,0.10899996757507324
2009-02-23,G1,VIX level above 30 (control),VIX,15,2009-03-16,ready,-1.379675376548839,-8.879997253417969,1.6208631680894925,1.4357780272433507,-2.275000104963776,1.7590046219167155,,0.17400002479553223
2009-02-23,G1,VIX level above 30 (control),VIX,20,2009-03-23,ready,1.300405627396506,-9.389999389648438,10.928985652064839,11.095124269865074,9.65625975668727,13.510242036943044,,-0.11699986457824707
2009-02-24,G1,VIX level above 30 (control),VIX,1,2009-02-25,ready,-0.48566719111298173,-0.8200035095214844,-0.7872667124432797,-0.6602175598476867,-2.0722305473556135,-1.177943071108234,,0.14599990844726562
2009-02-24,G1,VIX level above 30 (control),VIX,5,2009-03-03,ready,-5.547244951557717,5.439998626708984,-9.56378078956115,-7.505209738521879,-11.652855082587832,-10.938108225749543,,0.13899993896484375
2009-02-24,G1,VIX level above 30 (control),VIX,10,2009-03-10,ready,-6.587014430748894,-1.1200027465820312,-6.853384459159184,-5.038263611924654,-10.702070470063319,-7.320131853624201,,0.1830000877380371
2009-02-24,G1,VIX level above 30 (control),VIX,15,2009-03-17,ready,-3.3091584119247397,-4.69000244140625,0.9034362692330378,1.9110077924574753,-1.3896087312496697,0.7152135741369969,,0.20399999618530273
2009-02-24,G1,VIX level above 30 (control),VIX,20,2009-03-24,ready,0.06990995818614287,-2.5600013732910156,4.7714213330125155,5.5598977507718805,1.646815448693384,6.262227084862748,,-0.14499998092651367
2009-02-25,G1,VIX level above 30 (control),VIX,1,2009-02-26,ready,-1.9811656533730848,-0.009998321533203125,-1.6261552891576825,-2.7982120243564723,-1.8670460611456052,-1.9156904374440953,,0.03299999237060547
2009-02-25,G1,VIX level above 30 (control),VIX,5,2009-03-04,ready,-5.100784263990543,2.890003204345703,-6.686613255897623,-4.407142782615347,-7.916306220338831,-7.066861373654209,,0.06599998474121094
2009-02-25,G1,VIX level above 30 (control),VIX,10,2009-03-11,ready,-4.636482937910447,-1.05999755859375,-5.502867262824984,-2.938072002074399,-8.688008924447333,-5.70462015971721,,-0.029000043869018555
2009-02-25,G1,VIX level above 30 (control),VIX,15,2009-03-18,ready,-0.6026422797959285,-4.609996795654297,3.980740419238038,3.8824823754864735,4.182256045251198,5.619426871719702,,-0.4119999408721924
2009-02-25,G1,VIX level above 30 (control),VIX,20,2009-03-25,ready,1.0951336049258131,-2.4199981689453125,6.716451029881609,6.7519769249585915,6.719858117778643,8.728868723663364,,-0.17299985885620117
2009-02-26,F1,RSI extreme (control),IWM,1,2009-02-27,ready,-1.5084078249906097,1.6899986267089844,-2.234878266929108,-0.9355387193553999,-0.6849197958143538,-1.822924478183785,,0.06299996376037598
2009-02-26,F1,RSI extreme (control),IWM,5,2009-03-05,ready,-7.7719913468663915,5.509998321533203,-9.018758590737574,-4.605949268975951,-11.16181786628031,-9.59204583599097,,-0.15899991989135742
2009-02-26,F1,RSI extreme (control),IWM,10,2009-03-12,ready,-1.095399459297275,-3.479999542236328,-0.15867729509534412,3.166673610777604,-1.1669643977025523,0.0,,-0.08599996566772461
2009-02-26,F1,RSI extreme (control),IWM,15,2009-03-19,ready,0.5182272573708735,-0.9799995422363281,4.39042133536709,6.801025141604211,5.0482783484543825,6.683983169150687,,-0.3810000419616699
2009-02-26,F1,RSI extreme (control),IWM,20,2009-03-26,ready,4.737346524610797,-4.299999237060547,10.691433743830835,13.21324898199865,12.949608569280135,14.391628745613883,,-0.24499988555908203
2009-02-26,F1,RSI extreme (control),RSP,1,2009-02-27,ready,-1.5084078249906097,1.6899986267089844,-2.234878266929108,-0.9355387193553999,-0.6849197958143538,-1.822924478183785,,0.06299996376037598
2009-02-26,F1,RSI extreme (control),RSP,5,2009-03-05,ready,-7.7719913468663915,5.509998321533203,-9.018758590737574,-4.605949268975951,-11.16181786628031,-9.59204583599097,,-0.15899991989135742
2009-02-26,F1,RSI extreme (control),RSP,10,2009-03-12,ready,-1.095399459297275,-3.479999542236328,-0.15867729509534412,3.166673610777604,-1.1669643977025523,0.0,,-0.08599996566772461
2009-02-26,F1,RSI extreme (control),RSP,15,2009-03-19,ready,0.5182272573708735,-0.9799995422363281,4.39042133536709,6.801025141604211,5.0482783484543825,6.683983169150687,,-0.3810000419616699
2009-02-26,F1,RSI extreme (control),RSP,20,2009-03-26,ready,4.737346524610797,-4.299999237060547,10.691433743830835,13.21324898199865,12.949608569280135,14.391628745613883,,-0.24499988555908203
2009-02-26,F1,RSI extreme (control),SPY,1,2009-02-27,ready,-1.5084078249906097,1.6899986267089844,-2.234878266929108,-0.9355387193553999,-0.6849197958143538,-1.822924478183785,,0.06299996376037598
2009-02-26,F1,RSI extreme (control),SPY,5,2009-03-05,ready,-7.7719913468663915,5.509998321533203,-9.018758590737574,-4.605949268975951,-11.16181786628031,-9.59204583599097,,-0.15899991989135742
2009-02-26,F1,RSI extreme (control),SPY,10,2009-03-12,ready,-1.095399459297275,-3.479999542236328,-0.15867729509534412,3.166673610777604,-1.1669643977025523,0.0,,-0.08599996566772461
2009-02-26,F1,RSI extreme (control),SPY,15,2009-03-19,ready,0.5182272573708735,-0.9799995422363281,4.39042133536709,6.801025141604211,5.0482783484543825,6.683983169150687,,-0.3810000419616699
2009-02-26,F1,RSI extreme (control),SPY,20,2009-03-26,ready,4.737346524610797,-4.299999237060547,10.691433743830835,13.21324898199865,12.949608569280135,14.391628745613883,,-0.24499988555908203
2009-02-26,F2,Bollinger Band breach (control),HYG,1,2009-02-27,ready,-1.5084078249906097,1.6899986267089844,-2.234878266929108,-0.9355387193553999,-0.6849197958143538,-1.822924478183785,,0.06299996376037598
2009-02-26,F2,Bollinger Band breach (control),HYG,5,2009-03-05,ready,-7.7719913468663915,5.509998321533203,-9.018758590737574,-4.605949268975951,-11.16181786628031,-9.59204583599097,,-0.15899991989135742
2009-02-26,F2,Bollinger Band breach (control),HYG,10,2009-03-12,ready,-1.095399459297275,-3.479999542236328,-0.15867729509534412,3.166673610777604,-1.1669643977025523,0.0,,-0.08599996566772461
2009-02-26,F2,Bollinger Band breach (control),HYG,15,2009-03-19,ready,0.5182272573708735,-0.9799995422363281,4.39042133536709,6.801025141604211,5.0482783484543825,6.683983169150687,,-0.3810000419616699
2009-02-26,F2,Bollinger Band breach (control),HYG,20,2009-03-26,ready,4.737346524610797,-4.299999237060547,10.691433743830835,13.21324898199865,12.949608569280135,14.391628745613883,,-0.24499988555908203
2009-02-26,G1,VIX level above 30 (control),VIX,1,2009-02-27,ready,-1.5084078249906097,1.6899986267089844,-2.234878266929108,-0.9355387193553999,-0.6849197958143538,-1.822924478183785,,0.06299996376037598
2009-02-26,G1,VIX level above 30 (control),VIX,5,2009-03-05,ready,-7.7719913468663915,5.509998321533203,-9.018758590737574,-4.605949268975951,-11.16181786628031,-9.59204583599097,,-0.15899991989135742
2009-02-26,G1,VIX level above 30 (control),VIX,10,2009-03-12,ready,-1.095399459297275,-3.479999542236328,-0.15867729509534412,3.166673610777604,-1.1669643977025523,0.0,,-0.08599996566772461
2009-02-26,G1,VIX level above 30 (control),VIX,15,2009-03-19,ready,0.5182272573708735,-0.9799995422363281,4.39042133536709,6.801025141604211,5.0482783484543825,6.683983169150687,,-0.3810000419616699
2009-02-26,G1,VIX level above 30 (control),VIX,20,2009-03-26,ready,4.737346524610797,-4.299999237060547,10.691433743830835,13.21324898199865,12.949608569280135,14.391628745613883,,-0.24499988555908203
2009-02-27,F1,RSI extreme (control),HYG,1,2009-03-02,ready,-2.0757674177172225,6.3000030517578125,-4.504233269318392,-3.2328339197259526,-5.644969246334597,-5.4377063039619085,,-0.12199997901916504
2009-02-27,F1,RSI extreme (control),HYG,5,2009-03-06,ready,-6.810299527902853,2.9800033569335938,-6.776645917435554,-4.467874286305939,-10.089329660170998,-8.3112503550549,,-0.21299982070922852
2009-02-27,F1,RSI extreme (control),HYG,10,2009-03-13,ready,0.6447239522216375,-3.9899978637695312,2.9217086837303174,4.395179527640591,0.5619557160745137,3.0061538372005314,,-0.15599989891052246
2009-02-27,F1,RSI extreme (control),HYG,15,2009-03-20,ready,1.8622506825915153,-0.45999908447265625,4.502998504028932,6.168716532579599,2.120061498107928,5.344748511455433,,-0.4159998893737793
2009-02-27,F1,RSI extreme (control),HYG,20,2009-03-27,ready,5.259216864367944,-5.30999755859375,11.17828783070367,12.135722567199704,9.910252236315786,14.067784204516997,,-0.2799999713897705
2009-02-27,F1,RSI extreme (control),IWM,1,2009-03-02,ready,-2.0757674177172225,6.3000030517578125,-4.504233269318392,-3.2328339197259526,-5.644969246334597,-5.4377063039619085,,-0.12199997901916504
2009-02-27,F1,RSI extreme (control),IWM,5,2009-03-06,ready,-6.810299527902853,2.9800033569335938,-6.776645917435554,-4.467874286305939,-10.089329660170998,-8.3112503550549,,-0.21299982070922852
2009-02-27,F1,RSI extreme (control),IWM,10,2009-03-13,ready,0.6447239522216375,-3.9899978637695312,2.9217086837303174,4.395179527640591,0.5619557160745137,3.0061538372005314,,-0.15599989891052246
2009-02-27,F1,RSI extreme (control),IWM,15,2009-03-20,ready,1.8622506825915153,-0.45999908447265625,4.502998504028932,6.168716532579599,2.120061498107928,5.344748511455433,,-0.4159998893737793
2009-02-27,F1,RSI extreme (control),IWM,20,2009-03-27,ready,5.259216864367944,-5.30999755859375,11.17828783070367,12.135722567199704,9.910252236315786,14.067784204516997,,-0.2799999713897705
2009-02-27,F1,RSI extreme (control),QQQ,1,2009-03-02,ready,-2.0757674177172225,6.3000030517578125,-4.504233269318392,-3.2328339197259526,-5.644969246334597,-5.4377063039619085,,-0.12199997901916504
2009-02-27,F1,RSI extreme (control),QQQ,5,2009-03-06,ready,-6.810299527902853,2.9800033569335938,-6.776645917435554,-4.467874286305939,-10.089329660170998,-8.3112503550549,,-0.21299982070922852
2009-02-27,F1,RSI extreme (control),QQQ,10,2009-03-13,ready,0.6447239522216375,-3.9899978637695312,2.9217086837303174,4.395179527640591,0.5619557160745137,3.0061538372005314,,-0.15599989891052246
2009-02-27,F1,RSI extreme (control),QQQ,15,2009-03-20,ready,1.8622506825915153,-0.45999908447265625,4.502998504028932,6.168716532579599,2.120061498107928,5.344748511455433,,-0.4159998893737793
2009-02-27,F1,RSI extreme (control),QQQ,20,2009-03-27,ready,5.259216864367944,-5.30999755859375,11.17828783070367,12.135722567199704,9.910252236315786,14.067784204516997,,-0.2799999713897705
2009-02-27,F1,RSI extreme (control),RSP,1,2009-03-02,ready,-2.0757674177172225,6.3000030517578125,-4.504233269318392,-3.2328339197259526,-5.644969246334597,-5.4377063039619085,,-0.12199997901916504
2009-02-27,F1,RSI extreme (control),RSP,5,2009-03-06,ready,-6.810299527902853,2.9800033569335938,-6.776645917435554,-4.467874286305939,-10.089329660170998,-8.3112503550549,,-0.21299982070922852
2009-02-27,F1,RSI extreme (control),RSP,10,2009-03-13,ready,0.6447239522216375,-3.9899978637695312,2.9217086837303174,4.395179527640591,0.5619557160745137,3.0061538372005314,,-0.15599989891052246
2009-02-27,F1,RSI extreme (control),RSP,15,2009-03-20,ready,1.8622506825915153,-0.45999908447265625,4.502998504028932,6.168716532579599,2.120061498107928,5.344748511455433,,-0.4159998893737793
2009-02-27,F1,RSI extreme (control),RSP,20,2009-03-27,ready,5.259216864367944,-5.30999755859375,11.17828783070367,12.135722567199704,9.910252236315786,14.067784204516997,,-0.2799999713897705
2009-02-27,F1,RSI extreme (control),SPY,1,2009-03-02,ready,-2.0757674177172225,6.3000030517578125,-4.504233269318392,-3.2328339197259526,-5.644969246334597,-5.4377063039619085,,-0.12199997901916504
2009-02-27,F1,RSI extreme (control),SPY,5,2009-03-06,ready,-6.810299527902853,2.9800033569335938,-6.776645917435554,-4.467874286305939,-10.089329660170998,-8.3112503550549,,-0.21299982070922852
2009-02-27,F1,RSI extreme (control),SPY,10,2009-03-13,ready,0.6447239522216375,-3.9899978637695312,2.9217086837303174,4.395179527640591,0.5619557160745137,3.0061538372005314,,-0.15599989891052246
2009-02-27,F1,RSI extreme (control),SPY,15,2009-03-20,ready,1.8622506825915153,-0.45999908447265625,4.502998504028932,6.168716532579599,2.120061498107928,5.344748511455433,,-0.4159998893737793
2009-02-27,F1,RSI extreme (control),SPY,20,2009-03-27,ready,5.259216864367944,-5.30999755859375,11.17828783070367,12.135722567199704,9.910252236315786,14.067784204516997,,-0.2799999713897705
2009-02-27,F2,Bollinger Band breach (control),HYG,1,2009-03-02,ready,-2.0757674177172225,6.3000030517578125,-4.504233269318392,-3.2328339197259526,-5.644969246334597,-5.4377063039619085,,-0.12199997901916504
2009-02-27,F2,Bollinger Band breach (control),HYG,5,2009-03-06,ready,-6.810299527902853,2.9800033569335938,-6.776645917435554,-4.467874286305939,-10.089329660170998,-8.3112503550549,,-0.21299982070922852
2009-02-27,F2,Bollinger Band breach (control),HYG,10,2009-03-13,ready,0.6447239522216375,-3.9899978637695312,2.9217086837303174,4.395179527640591,0.5619557160745137,3.0061538372005314,,-0.15599989891052246
2009-02-27,F2,Bollinger Band breach (control),HYG,15,2009-03-20,ready,1.8622506825915153,-0.45999908447265625,4.502998504028932,6.168716532579599,2.120061498107928,5.344748511455433,,-0.4159998893737793
2009-02-27,F2,Bollinger Band breach (control),HYG,20,2009-03-27,ready,5.259216864367944,-5.30999755859375,11.17828783070367,12.135722567199704,9.910252236315786,14.067784204516997,,-0.2799999713897705
2009-02-27,G1,VIX level above 30 (control),VIX,1,2009-03-02,ready,-2.0757674177172225,6.3000030517578125,-4.504233269318392,-3.2328339197259526,-5.644969246334597,-5.4377063039619085,,-0.12199997901916504
2009-02-27,G1,VIX level above 30 (control),VIX,5,2009-03-06,ready,-6.810299527902853,2.9800033569335938,-6.776645917435554,-4.467874286305939,-10.089329660170998,-8.3112503550549,,-0.21299982070922852
2009-02-27,G1,VIX level above 30 (control),VIX,10,2009-03-13,ready,0.6447239522216375,-3.9899978637695312,2.9217086837303174,4.395179527640591,0.5619557160745137,3.0061538372005314,,-0.15599989891052246
2009-02-27,G1,VIX level above 30 (control),VIX,15,2009-03-20,ready,1.8622506825915153,-0.45999908447265625,4.502998504028932,6.168716532579599,2.120061498107928,5.344748511455433,,-0.4159998893737793
2009-02-27,G1,VIX level above 30 (control),VIX,20,2009-03-27,ready,5.259216864367944,-5.30999755859375,11.17828783070367,12.135722567199704,9.910252236315786,14.067784204516997,,-0.2799999713897705
2009-03-02,D1,Delta_cnt extreme spike,VIX,1,2009-03-03,ready,0.3991708429488483,-1.720001220703125,-0.750741021316037,-0.07505701645830198,-1.8949131561671995,-1.028444027634734,,0.01900005340576172
2009-03-02,D1,Delta_cnt extreme spike,VIX,5,2009-03-09,ready,-5.38750403461642,-2.970001220703125,-3.5269045949047784,-3.378386897063812,-6.903064560503824,-3.7400675979712528,,-0.03299999237060547
2009-03-02,D1,Delta_cnt extreme spike,VIX,10,2009-03-16,ready,3.361495833679329,-8.90999984741211,7.450421929783024,6.081078166793952,4.656251062992922,8.181394911760243,,0.032000064849853516
2009-03-02,D1,Delta_cnt extreme spike,VIX,15,2009-03-23,ready,6.170421707538676,-9.420001983642578,17.29251199964299,16.18277880666561,17.433748416995854,20.674296746051724,,-0.2589998245239258
2009-03-02,D1,Delta_cnt extreme spike,VIX,20,2009-03-30,ready,2.4559045922324607,-7.1100006103515625,12.399373712582374,13.024412068577673,13.145258689954819,15.073556998241045,,-0.2049999237060547
2009-03-02,F1,RSI extreme (control),HYG,1,2009-03-03,ready,0.3991708429488483,-1.720001220703125,-0.750741021316037,-0.07505701645830198,-1.8949131561671995,-1.028444027634734,,0.01900005340576172
2009-03-02,F1,RSI extreme (control),HYG,5,2009-03-09,ready,-5.38750403461642,-2.970001220703125,-3.5269045949047784,-3.378386897063812,-6.903064560503824,-3.7400675979712528,,-0.03299999237060547
2009-03-02,F1,RSI extreme (control),HYG,10,2009-03-16,ready,3.361495833679329,-8.90999984741211,7.450421929783024,6.081078166793952,4.656251062992922,8.181394911760243,,0.032000064849853516
2009-03-02,F1,RSI extreme (control),HYG,15,2009-03-23,ready,6.170421707538676,-9.420001983642578,17.29251199964299,16.18277880666561,17.433748416995854,20.674296746051724,,-0.2589998245239258
2009-03-02,F1,RSI extreme (control),HYG,20,2009-03-30,ready,2.4559045922324607,-7.1100006103515625,12.399373712582374,13.024412068577673,13.145258689954819,15.073556998241045,,-0.2049999237060547
2009-03-02,F1,RSI extreme (control),IWM,1,2009-03-03,ready,0.3991708429488483,-1.720001220703125,-0.750741021316037,-0.07505701645830198,-1.8949131561671995,-1.028444027634734,,0.01900005340576172
2009-03-02,F1,RSI extreme (control),IWM,5,2009-03-09,ready,-5.38750403461642,-2.970001220703125,-3.5269045949047784,-3.378386897063812,-6.903064560503824,-3.7400675979712528,,-0.03299999237060547
2009-03-02,F1,RSI extreme (control),IWM,10,2009-03-16,ready,3.361495833679329,-8.90999984741211,7.450421929783024,6.081078166793952,4.656251062992922,8.181394911760243,,0.032000064849853516
2009-03-02,F1,RSI extreme (control),IWM,15,2009-03-23,ready,6.170421707538676,-9.420001983642578,17.29251199964299,16.18277880666561,17.433748416995854,20.674296746051724,,-0.2589998245239258
2009-03-02,F1,RSI extreme (control),IWM,20,2009-03-30,ready,2.4559045922324607,-7.1100006103515625,12.399373712582374,13.024412068577673,13.145258689954819,15.073556998241045,,-0.2049999237060547
2009-03-02,F1,RSI extreme (control),QQQ,1,2009-03-03,ready,0.3991708429488483,-1.720001220703125,-0.750741021316037,-0.07505701645830198,-1.8949131561671995,-1.028444027634734,,0.01900005340576172
2009-03-02,F1,RSI extreme (control),QQQ,5,2009-03-09,ready,-5.38750403461642,-2.970001220703125,-3.5269045949047784,-3.378386897063812,-6.903064560503824,-3.7400675979712528,,-0.03299999237060547
2009-03-02,F1,RSI extreme (control),QQQ,10,2009-03-16,ready,3.361495833679329,-8.90999984741211,7.450421929783024,6.081078166793952,4.656251062992922,8.181394911760243,,0.032000064849853516
2009-03-02,F1,RSI extreme (control),QQQ,15,2009-03-23,ready,6.170421707538676,-9.420001983642578,17.29251199964299,16.18277880666561,17.433748416995854,20.674296746051724,,-0.2589998245239258
2009-03-02,F1,RSI extreme (control),QQQ,20,2009-03-30,ready,2.4559045922324607,-7.1100006103515625,12.399373712582374,13.024412068577673,13.145258689954819,15.073556998241045,,-0.2049999237060547
2009-03-02,F1,RSI extreme (control),RSP,1,2009-03-03,ready,0.3991708429488483,-1.720001220703125,-0.750741021316037,-0.07505701645830198,-1.8949131561671995,-1.028444027634734,,0.01900005340576172
2009-03-02,F1,RSI extreme (control),RSP,5,2009-03-09,ready,-5.38750403461642,-2.970001220703125,-3.5269045949047784,-3.378386897063812,-6.903064560503824,-3.7400675979712528,,-0.03299999237060547
